,VCL,MYH9,TLN1,TLN2,ACTN1,ACTN3,ACTN4,PLEC,VIM,FLNA,FLNB,FLNC,KRT18,GSN,LMNA,LMNB1,LMNB2,ACTG1,young_modulus_median_status
6497,49.33333333333334,529.6666666666666,155.66666666666666,11.0,324.0,27.33333333333333,280.0,289.3333333333333,973.0,240.3333333333333,372.66666666666674,385.66666666666674,0.0,19.33333333333333,619.0,8.333333333333334,13.666666666666664,387.33333333333326,0
1275,13.0,108.33333333333331,73.33333333333333,5.333333333333333,158.33333333333334,25.0,300.3333333333333,319.6666666666667,239.3333333333333,127.66666666666669,34.666666666666664,10.0,0.0,111.33333333333331,761.0,26.66666666666667,10.0,209.0,1
763,12.0,128.0,73.66666666666667,4.666666666666667,233.0,27.33333333333333,328.0,194.0,241.66666666666663,118.66666666666669,46.66666666666666,10.666666666666666,19.33333333333333,138.66666666666666,806.0,31.33333333333333,14.0,215.66666666666663,1
6297,45.66666666666666,532.0,145.33333333333334,8.333333333333334,290.0,25.0,298.0,260.6666666666667,1029.3333333333333,231.3333333333333,349.33333333333326,372.0,0.0,22.0,595.0,5.333333333333333,13.666666666666664,392.66666666666674,0
2579,13.0,293.6666666666667,32.0,2.6666666666666665,352.66666666666674,27.33333333333333,297.6666666666667,397.66666666666674,49.33333333333334,120.33333333333331,375.33333333333326,7.0,42.66666666666666,29.0,556.0,25.66666666666667,15.0,351.0,0
4127,45.66666666666666,277.6666666666667,21.66666666666667,0.0,177.33333333333337,23.33333333333333,278.6666666666667,492.0,79.66666666666667,238.0,380.66666666666674,25.66666666666667,213.0,2.0,422.33333333333326,15.333333333333336,8.0,386.66666666666674,0
2244,68.66666666666667,525.6666666666666,143.33333333333334,14.0,606.3333333333334,42.66666666666666,622.0,980.0,214.3333333333333,244.3333333333333,836.6666666666665,105.66666666666669,52.66666666666666,34.0,604.3333333333334,17.333333333333332,16.333333333333332,383.33333333333326,0
325,10.0,221.0,19.0,0.0,70.0,20.33333333333333,250.0,5.333333333333333,0.0,20.0,102.33333333333331,8.666666666666666,58.0,0.0,341.0,39.0,16.333333333333332,234.0,0
4441,42.66666666666666,244.66666666666663,22.33333333333333,0.0,181.3333333333333,25.66666666666667,320.3333333333333,719.0,84.0,236.3333333333333,355.33333333333326,20.33333333333333,226.66666666666663,0.6666666666666666,424.66666666666674,17.0,7.0,417.0,1
6426,44.0,530.3333333333334,143.33333333333334,10.0,309.6666666666667,29.33333333333333,318.3333333333333,279.3333333333333,991.0,239.3333333333333,393.33333333333326,490.0,0.3333333333333333,17.666666666666668,593.0,8.666666666666666,15.333333333333336,401.0,1
2103,76.33333333333333,530.6666666666666,162.33333333333334,17.333333333333332,661.3333333333334,42.0,674.3333333333334,1206.0,208.0,266.3333333333333,903.6666666666664,111.0,51.66666666666666,33.0,557.0,16.333333333333332,15.666666666666664,382.0,1
4278,53.33333333333334,281.0,25.0,0.0,216.0,25.33333333333333,335.6666666666667,348.66666666666674,80.66666666666667,235.3333333333333,429.0,28.33333333333333,226.66666666666663,1.6666666666666667,368.33333333333326,18.33333333333333,5.333333333333333,372.0,1
4579,42.0,278.3333333333333,40.0,3.0,128.33333333333334,23.66666666666667,226.3333333333333,308.3333333333333,4.666666666666667,115.66666666666669,585.3333333333334,17.333333333333332,201.0,116.0,497.66666666666674,29.0,8.333333333333334,370.66666666666674,0
5358,24.66666666666667,407.66666666666674,64.66666666666667,3.333333333333333,204.0,27.33333333333333,333.3333333333333,832.0,512.3333333333334,345.33333333333326,383.33333333333326,47.66666666666666,0.0,9.666666666666666,648.6666666666666,24.66666666666667,12.0,425.0,1
