,cl_id,condition_id_fold,young_modulus
0,22rv1,col_fold,0.9941252833700466
1,22rv1,col_fold,0.9941252833700466
2,22rv1,col_fold,0.9941252833700466
3,22rv1,col_fold,0.9941252833700466
4,22rv1,col_fold,0.9941252833700466
5,22rv1,col_fold,0.9941252833700466
6,22rv1,col_fold,0.9941252833700466
7,22rv1,col_fold,0.9941252833700466
8,22rv1,col_fold,0.9941252833700466
9,22rv1,col_fold,0.9941252833700466
10,22rv1,col_fold,0.9941252833700466
11,22rv1,col_fold,0.9941252833700466
12,22rv1,col_fold,0.9941252833700466
13,22rv1,col_fold,0.9941252833700466
14,22rv1,col_fold,0.9941252833700466
15,22rv1,col_fold,0.9941252833700466
16,22rv1,col_fold,0.9941252833700466
17,22rv1,col_fold,0.9941252833700466
18,22rv1,col_fold,0.9941252833700466
19,22rv1,col_fold,0.9941252833700466
20,22rv1,col_fold,0.9941252833700466
21,22rv1,col_fold,0.9941252833700466
22,22rv1,col_fold,0.9941252833700466
23,22rv1,col_fold,0.9941252833700466
24,22rv1,col_fold,0.9941252833700466
25,22rv1,col_fold,0.9941252833700466
26,22rv1,col_fold,0.9941252833700466
27,22rv1,col_fold,0.9941252833700466
28,22rv1,col_fold,0.9941252833700466
29,22rv1,col_fold,0.9941252833700466
30,22rv1,col_fold,0.9941252833700466
31,22rv1,col_fold,0.9941252833700466
32,22rv1,col_fold,0.9941252833700466
33,22rv1,col_fold,0.9941252833700466
34,22rv1,col_fold,0.9941252833700466
35,22rv1,col_fold,0.9941252833700466
36,22rv1,col_fold,0.9941252833700466
37,22rv1,col_fold,0.9941252833700466
38,22rv1,col_fold,0.9941252833700466
39,22rv1,col_fold,0.9941252833700466
40,22rv1,col_fold,0.9941252833700466
41,22rv1,col_fold,0.9941252833700466
42,22rv1,col_fold,0.9941252833700466
43,22rv1,col_fold,0.9941252833700466
44,22rv1,col_fold,0.9941252833700466
45,22rv1,col_fold,0.9941252833700466
46,22rv1,col_fold,0.9941252833700466
47,22rv1,col_fold,0.9941252833700466
48,22rv1,col_fold,0.9941252833700466
49,22rv1,col_fold,0.9941252833700466
50,22rv1,col_fold,0.9941252833700466
51,22rv1,col_fold,0.9941252833700466
52,22rv1,col_fold,0.9941252833700466
53,22rv1,col_fold,0.9941252833700466
54,22rv1,col_fold,0.9941252833700466
55,22rv1,col_fold,0.9941252833700466
56,22rv1,col_fold,0.9941252833700466
57,22rv1,col_fold,0.9941252833700466
58,22rv1,col_fold,0.9941252833700466
59,22rv1,col_fold,0.9941252833700466
60,22rv1,col_fold,0.9941252833700466
61,22rv1,col_fold,0.9941252833700466
62,22rv1,col_fold,0.9941252833700466
63,22rv1,col_fold,0.9941252833700466
64,22rv1,col_fold,0.9941252833700466
65,22rv1,col_fold,0.9941252833700466
66,22rv1,col_fold,0.9941252833700466
67,22rv1,col_fold,0.9941252833700466
68,22rv1,col_fold,0.9941252833700466
69,22rv1,col_fold,0.9941252833700466
70,22rv1,col_fold,0.9941252833700466
71,22rv1,col_fold,0.9941252833700466
72,22rv1,col_fold,0.9941252833700466
73,22rv1,col_fold,0.9941252833700466
